Id,y
1061,1
1062,0
1063,1
1064,0
1065,0
1066,0
1067,0
1068,1
1069,1
1070,0
1071,0
1072,1
1073,1
1074,0
1075,1
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,1
1083,0
1084,1
1085,1
1086,1
1087,0
1088,0
1089,1
1090,0
1091,1
1092,1
1093,0
1094,0
1095,0
1096,1
1097,0
1098,0
1099,1
1100,0
1101,0
1102,1
1103,1
1104,1
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,1
1114,1
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,1
1122,0
1123,0
1124,0
1125,0
1126,0
1127,1
1128,0
1129,1
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,1
1147,1
1148,0
1149,0
1150,1
1151,0
1152,1
1153,1
1154,0
1155,0
1156,0
1157,1
1158,0
1159,0
1160,1
1161,0
1162,0
1163,0
1164,0
1165,1
1166,1
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,1
1174,1
1175,0
1176,0
1177,1
1178,0
1179,1
1180,0
1181,1
1182,0
1183,0
1184,0
1185,0
1186,0
1187,1
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,1
1198,0
1199,1
1200,0
1201,0
1202,1
1203,1
1204,0
1205,0
1206,1
1207,0
1208,1
1209,0
1210,0
1211,1
1212,0
1213,0
1214,1
1215,0
1216,0
1217,0
1218,1
1219,0
1220,1
1221,1
1222,0
1223,0
1224,1
1225,0
1226,0
1227,0
1228,1
1229,0
1230,0
1231,1
1232,0
1233,0
1234,1
1235,0
1236,1
1237,0
1238,0
1239,0
1240,1
1241,0
1242,0
1243,0
1244,1
1245,1
1246,0
1247,1
1248,1
1249,1
1250,0
1251,1
1252,0
1253,0
1254,0
1255,1
1256,0
1257,0
1258,0
1259,1
1260,1
1261,1
1262,0
1263,0
1264,1
1265,1
1266,0
1267,0
1268,1
1269,0
1270,1
1271,0
1272,1
1273,0
1274,1
1275,0
1276,0
1277,1
1278,1
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,1
1290,1
1291,1
1292,1
1293,0
1294,0
1295,1
1296,0
1297,0
1298,0
1299,1
1300,0
1301,1
1302,0
1303,0
1304,1
1305,1
1306,1
1307,1
1308,0
1309,1
1310,0
1311,0
1312,0
1313,0
1314,1
1315,1
1316,0
1317,0
1318,1
1319,0
1320,1
1321,0
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,0
1329,0
1330,1
1331,1
1332,1
1333,1
1334,0
1335,1
1336,1
1337,0
1338,1
1339,1
1340,1
1341,1
1342,1
1343,0
1344,1
1345,1
1346,1
1347,1
1348,0
1349,0
1350,1
1351,1
1352,0
1353,1
1354,1
1355,1
1356,1
1357,0
1358,1
1359,1
1360,1
1361,0
1362,0
1363,1
1364,0
1365,0
1366,1
1367,0
1368,0
1369,0
1370,0
1371,1
1372,0
1373,1
1374,0
1375,0
1376,1
1377,0
1378,1
1379,1
1380,1
1381,1
1382,0
1383,0
1384,0
1385,0
1386,0
1387,1
1388,0
1389,0
1390,0
1391,1
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,1
1400,0
1401,0
1402,1
1403,0
1404,0
1405,1
1406,1
1407,0
1408,1
1409,0
1410,0
1411,0
1412,1
1413,0
1414,1
1415,1
1416,0
1417,0
1418,0
1419,1
1420,0
1421,0
1422,1
1423,1
1424,0
1425,1
1426,1
1427,1
1428,0
1429,0
1430,1
1431,1
1432,0
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,0
1441,1
1442,0
1443,0
1444,0
1445,0
1446,1
1447,0
1448,0
1449,1
1450,1
1451,0
1452,0
1453,0
1454,1
1455,1
1456,0
1457,1
1458,0
1459,1
1460,1
1461,0
1462,1
1463,1
1464,1
1465,1
1466,1
1467,0
1468,1
1469,0
1470,1
1471,1
1472,0
1473,0
1474,0
1475,0
1476,1
1477,1
1478,1
1479,0
1480,0
1481,1
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,1
1489,1
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,1
1497,0
1498,1
1499,1
1500,0
1501,0
1502,1
1503,0
1504,0
1505,1
1506,0
1507,0
1508,1
1509,1
1510,0
1511,1
1512,0
1513,1
1514,0
1515,1
1516,1
1517,1
1518,1
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,1
1526,1
1527,0
1528,0
1529,1
1530,1
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,1
1542,0
1543,0
1544,1
1545,1
1546,0
1547,1
1548,0
1549,0
1550,0
1551,1
1552,0
1553,0
1554,0
1555,1
1556,0
1557,0
1558,0
1559,0
1560,0
1561,1
1562,0
1563,1
1564,0
1565,1
1566,0
1567,0
1568,1
1569,0
1570,0
1571,1
1572,1
1573,0
1574,0
1575,1
1576,1
1577,1
1578,0
1579,0
1580,1
1581,0
1582,0
1583,1
1584,0
1585,0
1586,0
1587,0
1588,1
1589,0
1590,0
1591,0
1592,1
1593,0
1594,1
1595,1
1596,0
1597,0
1598,0
1599,1
1600,0
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,0
1608,1
1609,0
1610,1
1611,0
1612,1
1613,1
1614,0
1615,0
1616,0
1617,1
1618,1
1619,0
1620,0
1621,0
1622,1
1623,0
1624,1
1625,0
1626,1
1627,1
1628,0
1629,1
1630,0
1631,1
1632,0
1633,0
1634,0
1635,1
1636,0
1637,0
1638,0
1639,0
1640,1
1641,1
1642,1
1643,0
1644,0
1645,0
1646,1
1647,0
1648,0
1649,1
1650,1
1651,0
1652,1
1653,0
1654,0
1655,1
1656,0
1657,1
1658,0
1659,0
1660,0
1661,0
1662,1
1663,0
1664,0
1665,1
1666,1
1667,0
1668,0
1669,0
1670,0
1671,1
1672,0
1673,0
1674,0
1675,1
1676,1
1677,0
1678,0
1679,1
1680,0
1681,0
1682,0
1683,1
1684,1
1685,1
1686,1
1687,1
1688,0
1689,1
1690,1
1691,1
1692,1
1693,0
1694,0
1695,1
1696,0
1697,0
1698,1
1699,0
1700,1
1701,1
1702,0
1703,0
1704,0
1705,1
1706,0
1707,1
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,1
1715,1
1716,1
1717,0
1718,0
1719,0
1720,1
1721,0
1722,0
1723,0
1724,0
1725,1
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,1
1735,1
1736,0
1737,0
1738,0
1739,0
1740,1
1741,1
1742,0
1743,1
1744,1
1745,1
1746,0
1747,1
1748,1
1749,0
1750,1
1751,1
1752,0
1753,1
1754,1
1755,1
1756,0
1757,0
1758,0
1759,1
1760,1
1761,0
1762,1
1763,1
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,1
1773,1
1774,1
1775,1
1776,0
1777,0
1778,0
1779,1
1780,1
1781,1
1782,0
1783,0
1784,0
1785,0
1786,1
1787,1
1788,0
1789,0
1790,0
1791,1
1792,0
1793,0
1794,0
1795,1
1796,1
1797,1
1798,0
1799,1
1800,0
1801,1
1802,1
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,1
1812,0
1813,1
1814,1
1815,0
1816,1
1817,0
1818,1
1819,0
1820,1
1821,1
1822,1
1823,0
1824,0
1825,1
1826,1
1827,0
1828,1
1829,0
1830,0
1831,0
1832,1
1833,1
1834,1
1835,1
1836,1
1837,0
1838,1
1839,0
1840,1
1841,0
1842,0
1843,1
1844,0
1845,0
1846,0
1847,0
1848,1
1849,0
1850,0
1851,0
1852,1
1853,0
1854,0
1855,0
1856,1
1857,0
1858,0
1859,0
1860,1
1861,1
1862,1
1863,0
1864,0
1865,0
1866,1
1867,0
1868,1
1869,1
1870,0
1871,0
1872,1
1873,1
1874,0
1875,1
1876,0
1877,1
1878,0
1879,1
1880,0
1881,0
1882,1
1883,0
1884,1
1885,1
1886,1
1887,1
1888,0
1889,0
1890,0
1891,0
1892,1
1893,1
1894,1
1895,0
1896,1
1897,1
1898,1
1899,0
1900,1
1901,0
1902,0
1903,0
1904,1
1905,1
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,1
1916,1
1917,1
1918,0
1919,0
1920,0
1921,1
1922,0
1923,0
1924,1
1925,1
1926,1
1927,1
1928,1
1929,0
1930,1
1931,1
1932,1
1933,0
1934,1
1935,0
1936,0
1937,0
1938,0
1939,1
1940,1
1941,0
1942,1
1943,0
1944,0
1945,1
1946,0
1947,1
1948,0
1949,0
1950,1
1951,1
1952,1
1953,1
1954,0
1955,1
1956,0
1957,0
1958,0
1959,0
1960,0
1961,1
1962,0
1963,0
1964,0
1965,1
1966,1
1967,1
1968,0
1969,1
1970,1
1971,0
1972,1
1973,1
1974,0
1975,0
1976,1
1977,0
1978,0
1979,1
1980,1
1981,0
1982,0
1983,1
1984,1
1985,1
1986,0
1987,1
1988,0
1989,1
1990,0
1991,1
1992,1
1993,1
1994,0
1995,0
1996,0
1997,0
1998,1
1999,0
2000,1
2001,1
2002,0
2003,0
2004,0
2005,1
2006,0
2007,0
2008,1
2009,1
2010,0
2011,1
2012,0
2013,1
2014,1
2015,1
2016,1
2017,0
2018,0
2019,1
2020,0
2021,1
2022,0
2023,1
2024,1
2025,0
2026,0
2027,0
2028,1
2029,0
2030,0
2031,0
2032,0
2033,0
2034,1
2035,0
2036,0
2037,0
2038,1
2039,1
2040,1
2041,0
2042,0
2043,0
2044,1
2045,0
2046,0
2047,1
2048,0
2049,1
2050,1
2051,1
2052,1
2053,1
2054,0
2055,0
2056,0
2057,0
2058,0
2059,1
2060,0
2061,1
2062,0
2063,0
2064,0
2065,0
2066,0
2067,1
2068,0
2069,0
2070,0
2071,1
2072,1
2073,0
2074,0
2075,1
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,1
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,1
2090,0
2091,1
2092,1
2093,0
2094,0
2095,1
2096,0
2097,1
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,1
2105,1
2106,1
2107,0
2108,0
2109,0
2110,0
2111,1
2112,0
2113,1
2114,0
2115,1
2116,1
2117,0
2118,0
2119,1
2120,1
2121,1
2122,0
2123,0
2124,1
2125,0
2126,0
2127,0
2128,0
2129,1
2130,0
2131,0
2132,0
2133,0
2134,1
2135,1
2136,0
2137,1
2138,0
2139,1
2140,0
2141,0
2142,1
2143,0
2144,1
2145,0
2146,1
2147,1
2148,1
2149,0
2150,0
2151,1
2152,1
2153,0
2154,0
2155,0
2156,1
2157,0
2158,0
2159,1
2160,1
2161,0
2162,1
2163,0
2164,0
2165,1
2166,0
2167,0
2168,1
2169,0
2170,1
2171,0
2172,1
2173,0
2174,0
2175,0
2176,1
2177,1
2178,1
2179,0
2180,1
2181,0
2182,1
2183,0
2184,1
2185,1
2186,1
2187,1
2188,0
2189,0
2190,0
2191,0
2192,1
2193,1
2194,1
2195,0
2196,1
2197,0
2198,0
2199,0
2200,1
2201,1
2202,1
2203,1
2204,0
2205,1
2206,0
2207,0
2208,1
2209,0
2210,0
2211,1
2212,0
2213,0
2214,0
2215,0
2216,1
2217,1
2218,1
2219,0
2220,0
2221,1
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,1
2229,1
2230,1
2231,0
2232,0
2233,1
2234,0
2235,0
2236,1
2237,0
2238,1
2239,0
2240,0
2241,0
2242,0
2243,1
2244,0
2245,1
2246,0
2247,1
2248,1
2249,0
2250,0
2251,1
2252,1
2253,1
2254,0
2255,0
2256,0
2257,1
2258,1
2259,1
2260,0
2261,1
2262,0
2263,1
2264,0
2265,0
2266,0
2267,1
2268,0
2269,1
2270,0
2271,1
2272,0
2273,0
2274,0
2275,1
2276,0
2277,0
2278,1
2279,0
2280,1
2281,0
2282,1
2283,1
2284,1
2285,1
2286,1
2287,1
2288,0
2289,0
2290,0
2291,1
2292,1
2293,1
2294,1
2295,0
2296,1
2297,0
2298,0
2299,0
2300,0
2301,0
2302,1
2303,1
2304,0
2305,1
2306,0
2307,1
2308,0
2309,0
2310,1
2311,0
2312,1
2313,0
2314,0
2315,0
2316,1
2317,1
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,1
2325,1
2326,0
2327,0
2328,1
2329,1
2330,1
2331,0
2332,1
2333,0
2334,0
2335,1
2336,1
2337,0
2338,0
2339,1
2340,0
2341,1
2342,0
2343,0
2344,1
2345,1
2346,0
2347,0
2348,1
2349,0
2350,0
2351,0
2352,1
2353,0
2354,0
2355,0
2356,0
2357,1
2358,1
2359,1
2360,0
2361,1
2362,1
2363,1
2364,1
2365,0
2366,1
2367,0
2368,1
2369,1
2370,0
2371,0
2372,1
2373,0
2374,1
2375,1
2376,0
2377,0
2378,0
2379,0
2380,1
2381,1
2382,0
2383,1
2384,0
2385,1
2386,1
2387,1
2388,0
2389,1
2390,0
2391,1
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,1
2399,1
2400,0
2401,1
2402,0
2403,0
2404,1
2405,0
2406,0
2407,0
2408,0
2409,1
2410,0
2411,0
2412,1
2413,0
2414,1
2415,0
2416,0
2417,0
2418,0
2419,1
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,1
2427,0
2428,0
2429,1
2430,0
2431,1
2432,0
2433,0
2434,1
2435,0
2436,0
2437,0
2438,0
2439,0
2440,1
2441,1
2442,1
2443,0
2444,0
2445,0
2446,1
2447,0
2448,0
2449,1
2450,0
2451,1
2452,1
2453,0
2454,0
2455,0
2456,1
2457,1
2458,0
2459,0
2460,0
2461,1
2462,1
2463,1
2464,0
2465,0
2466,1
2467,0
2468,1
2469,1
2470,1
2471,0
2472,0
2473,1
2474,1
2475,0
2476,0
2477,0
2478,1
2479,0
2480,0
2481,0
2482,0
2483,0
2484,1
2485,1
2486,1
2487,1
2488,1
2489,0
2490,0
2491,0
2492,0
2493,1
2494,1
2495,1
2496,0
2497,0
2498,1
2499,0
2500,1
2501,0
2502,0
2503,0
2504,0
2505,0
2506,1
2507,0
2508,1
2509,0
2510,1
2511,0
2512,1
2513,1
2514,0
2515,0
2516,0
2517,0
2518,1
2519,0
2520,0
2521,0
2522,0
2523,1
2524,1
2525,1
2526,1
2527,0
2528,0
2529,0
2530,1
2531,1
2532,0
2533,0
2534,1
2535,1
2536,0
2537,0
2538,1
2539,1
2540,1
2541,0
2542,1
2543,1
2544,0
2545,1
2546,0
2547,0
2548,0
2549,1
2550,1
2551,1
2552,1
2553,1
2554,0
2555,0
2556,1
2557,0
2558,0
2559,1
2560,0
2561,0
2562,1
2563,0
2564,1
2565,0
2566,0
2567,0
2568,0
2569,1
2570,1
2571,0
2572,0
2573,0
2574,1
2575,0
2576,1
2577,0
2578,1
2579,1
2580,1
2581,1
2582,1
2583,1
2584,1
2585,0
2586,1
2587,1
2588,0
2589,0
2590,1
2591,1
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,1
2609,0
2610,1
2611,0
2612,1
2613,1
2614,1
2615,0
2616,1
2617,1
2618,1
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,1
2626,0
2627,0
2628,0
2629,1
2630,1
2631,1
2632,0
2633,1
2634,1
2635,1
2636,1
2637,1
2638,0
2639,1
2640,0
2641,1
2642,1
2643,0
2644,1
2645,1
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,1
2654,0
2655,0
2656,0
2657,0
2658,0
2659,1
2660,0
2661,1
2662,0
2663,0
2664,1
2665,1
2666,1
2667,0
2668,0
2669,0
2670,1
2671,0
2672,0
2673,1
2674,0
2675,0
2676,1
2677,1
2678,0
2679,1
2680,0
2681,0
2682,1
2683,1
2684,1
2685,0
2686,0
2687,0
2688,0
2689,1
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,1
2699,0
2700,1
2701,1
2702,1
2703,0
2704,0
2705,0
2706,1
2707,0
2708,0
2709,1
2710,0
2711,0
2712,0
2713,1
2714,0
2715,0
2716,1
2717,1
2718,0
2719,0
2720,1
2721,0
2722,1
2723,1
2724,0
2725,1
2726,1
2727,0
2728,1
2729,1
2730,1
2731,1
2732,1
2733,0
2734,0
2735,0
2736,1
2737,0
2738,1
2739,1
2740,0
2741,1
2742,0
2743,1
2744,0
2745,0
2746,1
2747,1
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,1
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,1
2764,1
2765,1
2766,1
2767,1
2768,0
2769,0
2770,1
2771,0
2772,0
2773,0
2774,1
2775,0
2776,0
2777,0
2778,0
2779,1
2780,0
2781,0
2782,1
2783,1
2784,0
2785,1
2786,1
2787,0
2788,1
2789,1
2790,0
2791,0
2792,1
2793,1
2794,0
2795,1
2796,0
2797,0
2798,1
2799,0
2800,1
2801,1
2802,0
2803,0
2804,1
2805,1
2806,1
2807,0
2808,1
2809,1
2810,0
2811,0
2812,0
2813,0
2814,1
2815,1
2816,1
2817,1
2818,0
2819,0
2820,1
2821,1
2822,0
2823,1
2824,0
2825,0
2826,0
2827,1
2828,0
2829,1
2830,1
2831,0
2832,0
2833,0
2834,0
2835,1
2836,0
2837,1
2838,1
2839,1
2840,0
2841,0
2842,0
2843,1
2844,1
2845,1
2846,0
2847,1
2848,0
2849,0
2850,1
2851,0
2852,1
2853,1
2854,0
2855,1
2856,1
2857,0
2858,0
2859,1
2860,1
2861,0
2862,1
2863,0
2864,1
2865,0
2866,0
2867,0
2868,0
2869,0
2870,1
2871,0
2872,0
2873,1
2874,1
2875,1
2876,0
2877,0
2878,0
2879,1
2880,0
2881,1
2882,0
2883,1
2884,1
2885,1
2886,0
2887,0
2888,0
2889,0
2890,1
2891,1
2892,0
2893,1
2894,1
2895,1
2896,0
2897,1
2898,0
2899,0
2900,1
2901,0
2902,0
2903,1
2904,0
2905,0
2906,1
2907,0
2908,0
2909,1
2910,0
2911,1
2912,0
2913,0
2914,1
2915,0
2916,1
2917,1
2918,1
2919,1
2920,0
2921,1
2922,0
2923,1
2924,0
2925,0
2926,0
2927,1
2928,0
2929,1
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,1
2938,1
2939,1
2940,1
2941,1
2942,0
2943,0
2944,1
2945,1
2946,0
2947,1
2948,1
2949,1
2950,1
2951,0
2952,0
2953,1
2954,0
2955,0
2956,1
2957,0
2958,1
2959,0
2960,1
2961,1
2962,1
2963,1
2964,0
2965,0
2966,0
2967,1
2968,0
2969,1
2970,0
2971,1
2972,1
2973,0
2974,0
2975,1
2976,1
2977,1
2978,1
2979,0
2980,0
2981,1
2982,0
2983,1
2984,0
2985,0
2986,1
2987,1
2988,1
2989,0
2990,0
2991,1
2992,0
2993,1
2994,0
2995,0
2996,0
2997,0
