Id,y
359,o
360,+
361,+
362,x
363,o
364,x
365,o
366,x
367,x
368,x
369,o
370,o
371,o
372,o
373,o
374,o
375,+
376,o
377,x
378,o
379,o
380,+
381,x
382,+
383,o
384,o
385,x
386,x
387,o
388,x
389,x
390,o
391,x
392,x
393,o
394,x
395,+
396,o
397,x
398,x
399,+
400,+
401,x
402,o
403,+
404,+
405,o
406,x
407,x
408,+
409,+
410,o
411,x
412,o
413,o
414,x
415,+
416,x
417,+
418,o
419,x
420,+
421,o
422,x
423,o
424,x
425,o
426,+
427,o
428,x
429,x
430,o
431,o
432,+
433,x
434,o
435,o
436,+
437,x
438,x
439,o
440,+
441,o
442,x
443,x
444,+
445,o
446,x
447,o
448,x
449,o
450,o
451,o
452,o
453,+
454,+
455,x
456,o
457,x
458,o
459,+
460,+
461,x
462,+
463,+
464,o
465,x
466,+
467,x
468,+
469,o
470,x
471,+
472,+
473,x
474,o
475,o
476,+
477,+
478,x
479,+
480,o
481,x
482,+
483,+
484,+
485,o
486,x
487,o
488,o
489,+
490,+
491,x
492,+
493,x
494,o
495,x
496,o
497,o
498,+
499,o
500,+
501,o
502,+
503,x
504,o
505,o
506,+
507,x
508,x
509,+
510,x
511,x
512,x
513,o
514,o
515,+
516,x
517,x
518,+
519,x
520,o
521,x
522,x
523,o
524,o
525,o
526,x
527,o
528,x
529,+
530,+
531,+
532,+
533,x
534,+
535,x
536,+
537,+
538,o
539,o
540,o
541,+
542,o
543,+
544,o
545,o
546,o
547,x
548,o
549,+
550,o
551,x
552,o
553,+
554,x
555,o
556,o
557,o
558,x
559,o
560,o
561,x
562,o
563,o
564,o
565,x
566,+
567,+
568,o
569,o
570,x
571,o
572,+
573,o
574,+
575,x
576,o
577,x
578,+
579,o
580,+
581,+
582,x
583,+
584,o
585,x
586,x
587,+
588,x
589,x
590,x
591,x
592,o
593,x
594,o
595,o
596,o
597,x
598,x
599,+
600,+
601,x
602,+
603,o
604,x
605,+
606,o
607,x
608,+
609,o
610,o
611,x
612,x
613,x
614,o
615,x
616,o
617,x
618,x
619,o
620,o
621,+
622,x
623,x
624,+
625,x
626,x
627,o
628,+
629,x
630,o
631,o
632,o
633,x
634,+
635,+
636,x
637,x
638,o
639,+
640,+
641,x
642,x
643,+
644,+
645,+
646,o
647,o
648,x
649,+
650,+
651,o
652,x
653,x
654,o
655,+
656,x
657,o
658,x
659,o
660,o
661,+
662,+
663,x
664,x
665,x
666,+
667,x
668,+
669,o
670,o
671,x
672,+
673,x
674,x
675,x
676,o
677,o
678,o
679,o
680,o
681,o
682,o
683,o
684,+
685,+
686,+
687,o
688,o
689,+
690,o
691,o
692,o
693,x
694,o
695,+
696,+
697,+
698,x
699,+
700,+
701,o
702,o
703,o
704,x
705,+
706,+
707,+
708,+
709,o
710,o
711,o
712,o
713,o
714,+
715,o
716,+
717,+
718,+
719,o
720,o
721,o
722,o
723,x
724,x
725,o
726,x
727,o
728,o
729,o
730,o
731,o
732,+
733,+
734,x
735,x
736,o
737,o
738,o
739,o
740,x
741,x
742,o
743,x
744,+
745,x
746,x
747,x
748,+
749,x
750,+
751,o
752,+
753,+
754,x
755,x
756,o
757,o
758,o
759,+
760,x
761,o
762,x
763,x
764,o
765,+
766,x
767,o
768,o
769,x
770,x
771,+
772,x
773,o
774,x
775,o
776,+
777,o
778,x
779,x
780,+
781,x
782,o
783,x
784,o
785,o
786,o
787,+
788,x
789,x
790,+
791,+
792,+
793,x
794,o
795,x
796,o
797,+
798,+
799,o
800,o
801,o
802,x
803,x
804,x
805,o
806,o
807,x
808,o
809,+
810,x
811,x
812,o
813,o
814,o
815,o
816,o
817,x
818,x
819,x
820,o
821,o
822,o
823,x
824,+
825,o
826,+
827,+
828,+
829,o
830,x
831,+
832,o
833,x
834,x
835,o
836,o
837,+
838,x
839,o
840,x
841,x
842,o
843,o
844,+
845,x
846,x
847,+
848,o
849,x
850,o
851,x
852,x
853,+
854,x
855,x
856,o
857,o
858,+
859,o
860,x
861,o
862,+
863,x
864,x
865,o
866,x
867,x
868,o
869,x
870,o
871,o
872,+
873,x
874,o
875,o
876,o
877,o
878,o
879,x
880,+
881,+
882,o
883,x
884,+
885,+
886,+
887,+
888,+
889,o
890,x
891,+
892,+
893,o
894,x
895,o
896,+
897,x
898,o
899,o
900,o
901,x
902,+
903,o
904,+
905,x
906,o
907,o
908,x
909,o
910,x
911,+
912,x
913,o
914,+
915,o
916,x
917,+
918,x
919,x
920,o
921,+
922,o
923,o
924,o
925,+
926,x
927,x
928,o
929,o
930,x
931,x
932,o
933,x
934,o
935,+
936,+
937,+
938,o
939,x
940,+
941,+
942,x
943,o
944,+
945,+
946,+
947,x
948,x
949,+
950,x
951,+
952,o
953,o
954,x
955,+
956,x
957,x
958,x
959,o
960,x
961,x
962,x
963,+
964,x
965,x
966,o
967,+
968,x
969,o
970,o
971,x
972,o
973,o
974,x
975,o
976,x
977,x
978,+
979,x
980,x
981,o
982,o
983,+
984,+
985,+
986,o
987,x
988,x
989,x
990,+
991,o
992,x
993,o
994,+
995,+
996,x
997,+
998,+
999,x
1000,+
1001,+
1002,+
1003,x
1004,x
1005,x
1006,x
1007,x
1008,+
1009,x
1010,+
1011,o
1012,o
1013,+
